SpaceUncovered,WinFrequency,LoseFrequency,Multiplier,WinEV,LoseEV,EV (%),NumberOfCells,NumberOfBombs,Bet,HouseAdvantage
1,0.08,0.92,12.12,89.0,-92.0,-3.0,25,23,100,0.03
2,0.0,1.0,291.0,96.67,-99.67,-3.0,25,23,100,0.03
